세운약국,운영,"대구광역시 북구 노원로 22, (노원동3가)",대구광역시 북구 노원동3가 879-1,35.8912499,128.5654929,0830~1900,0830~1900,0830~1900,0830~1900,0830~1900,0830~1730,,,,053-358-0591,2021-07-19
소은약국,운영,대구광역시 북구 대현남로6길 29 (대현동),,35.88015765,128.6101407,0900~1840,0900~1840,0900~1840,0900~1840,0900~1840,0900~1300,,,,053-944-4777,2021-07-19
손약국위드팜손약국,운영,대구광역시 북구 호국로 807-45,,35.95493355,128.5652218,0830~1800,0830~1800,0830~1800,0830~1800,0830~1800,,,,,053-313-7533,2021-07-19
손자경약국,운영,대구광역시 북구 동북로 163,대구광역시 북구 산격2동 500-1 대우아파트상가 201/202 일부,35.89951604,128.611153,0900~1830,0900~1830,0900~1830,0900~1830,0900~1830,0900~1330,,0900~1400,,053-384-1243,2021-07-19
송림약국,운영,"대구광역시 북구 동북로 163, 201/311(산격동,산격대우아파트상가)",대구광역시 북구 산격동 500-1 산격대우아파트상가201/311,35.89951351,128.6110566,0900~1800,0900~1800,0900~1800,0900~1800,0900~1800,0900~1300,,,,053-751-2569,2021-07-19
수약국,운영,"대구광역시 북구 태전로 1, 101동 102호 (태전동, 태전역 더 뉴클래스)",,35.92033433,128.5459507,0900~2000,0900~2000,0900~2000,0900~2000,0900~2000,0900~1430,,,,053-311-7550,2021-07-19
수정약국,운영,"대구광역시 북구 고성로28길 1, (고성동2가)",대구광역시 북구 고성동2가 111-45,35.88113131,128.5819021,0900~1740,0900~1740,0900~1740,0900~1740,0900~1740,0900~1240,,,,053-358-0451,2021-07-19
수화약국,운영,"대구광역시 북구 침산남로 140, 엠비프라자 1층 106호 (침산동)",,35.88807759,128.590953,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1600,,,,053-357-2353,2021-07-19
스마일약국,운영,"대구광역시 북구 동암로12길 8, 칠곡홈플러스 1층 (동천동)",,35.94484927,128.5559675,1000~2230,1000~2230,1000~2230,1000~2230,1000~2230,1000~2230,1000~2230,1000~2230,"1,3,5",053-322-1897,2021-07-19
스카이약국,운영,"대구광역시 북구 동북로 156, 스카이빌딩 1층 101호 (산격동)",,35.89948439,128.6096682,0900~1930,0900~1930,0900~1930,0900~1930,0900~1930,0900~1500,,0900~1300,,053-951-6673,2021-07-19
신대학약국,운영,"대구광역시 북구 대학로 91-1, 1층 (산격동)",,35.89336468,128.6098766,1000~2100,1000~2100,1000~2100,1000~2100,1000~2100,1000~2100,,,,053-958-4640,2021-07-19
